Statement	Count	# unique files
i['Cabin_num1'] = i['Cabin_num1'].apply(lambda x: int(x) if not pd.isnull(x) and x != '' else np.NaN)	16	16
i['Cabin_num1'] = i['Cabin'].apply(lambda x: str(x).split(' ')[-1][1:])	16	16
test['Cabin_num1']	16	16
accuracy.append(cv_result)	16	16
result.head()	16	12
x_list.append(x)	16	2
df_test.isnull().sum()	16	11
train.shape, test.shape	16	14
train.drop('Name', axis=1, inplace=True)	16	16
i['Ticket_Lett'] = i['Ticket_Lett'].apply(lambda x: str(x))	16	16
test_df.head(5)	16	15
train['Cabin_num1']	16	16
clf[1].set_params(**best_param)	16	15
df_output['PassengerId'] = aux['PassengerId']	16	15
train_data.shape, target.shape	16	16
data['Age'].fillna(data['Age'].median(), inplace=True)	16	16
index[0]	16	15
combined.drop('Embarked',axis=1,inplace=True)	16	16
data_train.describe()	16	14
"titanic.corr()[""Survived""]"	16	8
train_data.corr()	16	12
train['Name_Len'] = train['Name'].apply(lambda x: len(x))	16	15
i['Ticket_Len'] = i['Ticket'].apply(lambda x: len(x))	16	16
i['Ticket_Lett'] = i['Ticket'].apply(lambda x: str(x)[0])	16	16
data1.sample(10)	16	15
data.iloc[891:]	15	15
dataset.loc[(dataset['Age'] > 36) & (dataset['Age'] <= 62), 'Age'] = 3,	15	15
ax[1].set_title('Survived= 1')	15	14
"train[""Sex""][train[""Sex""] == ""male""] = 0"	15	15
df_train.copy()	15	14
train['Name_Title'] = train['Name'].apply(lambda x: x.split(',')[1]).apply(lambda x: x.split()[0])	15	14
"train.fillna({""Embarked"": ""S""})"	15	15
grouped_train.median()	15	15
dataset['LargeF'] = dataset['Fsize'].map(lambda s: 1 if s >= 5 else 0)	15	15
"model.add(Activation(""relu""))"	15	7
training_data.describe() # automatically summarize numeric columns	15	15
ax[1].set_title('Fares in Pclass 2')	15	15
sns.boxplot(x = 'Pclass', y = 'Fare', hue = 'Survived', data = data1, ax = axis1)	15	15
dataset.loc[(dataset['Fare'] > 17) & (dataset['Fare'] <= 30), 'Fare'] = 1,	15	15
classifiers.append(DecisionTreeClassifier(random_state=random_state))	15	15
"dataset[""Ticket""] = Ticket"	15	15
dataset['Single'] = dataset['Fsize'].map(lambda s: 1 if s == 1 else 0)	15	15
sns.boxplot(x='Pclass',y='Age',data=train,palette='winter')	15	15
training_data.describe(include=['O']) # summarize columns containing strings	15	15
"predictions.to_csv('y_test15.csv', sep="","", index = False)"	15	15
dataset['Title'] = dataset['Name'].str.extract(' ([A-Za-z]+)\.', expand=False)	15	15
train.drop(['Survived'],axis=1)	15	15
train['FareBand'] = pd.qcut(train['Fare'], 4, labels = [1, 2, 3, 4])	15	15
"test_data[""PassengerId""],"	15	15
"submission.to_csv(""submission.csv"",index=False)"	15	15
ax[2].set_title('Fares in Pclass 3')	15	15
columns.values[dtree_rfe.get_support()]	15	15
full.info()	15	9
data_train.drop(['Survived', 'PassengerId'], axis=1)	15	15
train_df.drop(['Survived'], axis=1)	15	11
test.drop(['Fare'], axis = 1)	15	15
ax[1].set_title('Sex and Age vs Survived')	15	15
df['FamilySize'] = df['SibSp'] + df['Parch']	15	11
train.drop(['Fare'], axis = 1)	15	15
corr.columns.values,	15	7
test.drop(['Ticket'], axis = 1)	15	15
train_df.drop(['Name'], axis=1)	15	15
"test_data[""PassengerId""]"	15	15
train['Survived'].groupby(train['Sex']).mean()	15	14
X_train.shape	15	15
classifiers.append(ExtraTreesClassifier(random_state=random_state))	15	15
test['FareBand'] = pd.qcut(test['Fare'], 4, labels = [1, 2, 3, 4])	15	15
"submission.to_csv(""titanic_submission.csv"", index=False)"	15	15
dataset['Age'].iloc[i] = age_pred	15	15
ax[0].set_title('Survived= 0')	15	14
data_test.head()	15	11
train['Name'].head()	15	15
dataset.loc[(dataset['Age'] > 16) & (dataset['Age'] <= 26), 'Age'] = 1,	15	15
dataset.loc[(dataset['Age'] > 26) & (dataset['Age'] <= 36), 'Age'] = 2,	15	15
"train[""Embarked""][train[""Embarked""] == ""Q""] = 2"	15	15
ax[0].set_title('Fares in Pclass 1')	15	15
submit.head()	15	14
"titanic[""Age""].dropna(),"	15	8
dataset.loc[ dataset['Age'] > 62, 'Age'] = 4	15	15
classifiers.append(GradientBoostingClassifier(random_state=random_state))	15	15
df.loc[ (df.Age.isnull()), 'Age' ] = predictedAges	15	15
dataset.loc[ dataset['Fare'] <= 17, 'Fare'] = 0,	15	15
plt.boxplot(data1['Age'], showmeans = True, meanline = True)	15	15
"titanic_test[""Name""].apply(get_title)"	15	15
X_train.info()	15	13
T.style.background_gradient(cmap='summer_r')	14	9
"titanic_test[""Title""] = titles"	14	14
test_df.drop(['Ticket'], axis=1)	14	14
df['Title'].value_counts()	14	9
"train[""FamilySize""] = train[""SibSp""] + train[""Parch""] + 1"	14	13
data['Fare'] = data.Fare.fillna(data.Fare.median())	14	12
train['SibSp'].value_counts()	14	14
"test[""Fare""][x] = round(train[train[""Pclass""] == pclass][""Fare""].mean(), 4)"	14	14
classifiers.append(LinearDiscriminantAnalysis())	14	14
"train['AgeGroup'] = pd.cut(train[""Age""], bins, labels = labels)"	14	14
df_train.join(dummies)	14	2
dataset['MedF'] = dataset['Fsize'].map(lambda s: 1 if 3 <= s <= 4 else 0)	14	14
"train[""Age""] = train[""Age""].fillna(-0.5)"	14	14
"dataset[""Age""].median()"	14	14
ax[1].set_title('Sex:Survived vs Dead')	14	14
"pd.isnull(test[""Fare""][x]):"	14	14
model.add(BatchNormalization())	14	5
train_df.columns.values	14	12
"train[""Fare""].fillna(train.groupby(""Pclass"")[""Fare""].transform(""median""), inplace=True)"	14	14
"titanic[""Survived""].iloc[train]"	14	7
plt.boxplot(x=data1['Fare'], showmeans = True, meanline = True)	14	14
df.head(10)	14	11
train['Cabin_num'] = train['Cabin_num'].apply(lambda x: int(x) if not pd.isnull(x) and x != '' else np.NaN)	14	13
np.append(['Survived'],cols)	14	8
df2.values	14	10
train['Sex'].value_counts(normalize=True)	14	14
scores.append(scoreCV)	14	1
df_test.copy()	14	13
"dataset[""Fsize""] = dataset[""SibSp""] + dataset[""Parch""] + 1"	14	14
train['Cabin_num'] = train['Cabin'].apply(lambda x: str(x).split(' ')[-1][1:])	14	13
"test['AgeGroup'] = pd.cut(test[""Age""], bins, labels = labels)"	14	14
dataset['Title'] = dataset['Title'].replace(['Countess', 'Lady', 'Sir'], 'Royal')	14	14
"cv_results.append(cross_val_score(classifier, X_train, y = Y_train, scoring = ""accuracy"", cv = kfold, n_jobs=4))"	14	14
data['Age'] = data.Age.fillna(data.Age.median())	14	12
train['Survived'].groupby(train['SibSp']).mean()	14	14
train['Name_Title'].value_counts()	14	14
train.drop(['PassengerId'], axis=1)	14	14
training_data['Sex'].value_counts()	14	14
training_data['Sex']	14	14
data.dropna()	14	14
test.head(5)	14	9
df_test.join(dummies)	14	2
"test[""Age""].fillna(test.groupby(""Title"")[""Age""].transform(""median""), inplace=True)"	14	14
dataset['Age'].iloc[i] = age_med	14	14
train.describe(include='all')	14	11
scores.append(clf.score(X_test,y_test))	14	2
x['Title']	14	12
train['Survived'].value_counts(normalize=True)	14	14
"train[""Age""].fillna(train.groupby(""Title"")[""Age""].transform(""median""), inplace=True)"	14	14
dataset.describe()	14	13
combined.drop('Ticket', inplace=True, axis=1)	14	13
train['Survived'].groupby(train['Parch']).mean()	14	14
"dataset[""Cabin""] = pd.Series([i[0] if not pd.isnull(i) else 'X' for i in dataset['Cabin'] ])"	14	14
test_df['PassengerId'],	14	14
dataset['Fare'].hist()	14	14
train.groupby(['Ticket_Lett'])['Survived'].mean()	14	13
"titanic[""Name""].apply(get_title)"	14	14
train['Cabin_num'].replace('an', np.NaN, inplace = True)	14	13
dataset['SmallF'] = dataset['Fsize'].map(lambda s: 1 if  s == 2  else 0)	14	14
train['PassengerId']	14	13
"train[""Sex""][train[""Sex""] == ""female""] = 1"	14	14
train.sample(10)	14	7
titanic.shape	14	13
train['Survived'] = survived	13	7
test['Age'].mean()	13	13
train.drop(['Cabin'], axis = 1)	13	13
train['Ticket_Len'].value_counts()	13	13
test.drop(['Name'], axis = 1)	13	13
data_raw.sample(10) #https://pandas.pydata.org/pandas-docs/stable/generated/pandas.DataFrame.sample.html	13	13
test_set.head()	13	5
titanic_data.head()	13	9
df['Survived'].values	13	13
train['Survived'].groupby(train['Name_Title']).mean()	13	13
plt.boxplot(data1['FamilySize'], showmeans = True, meanline = True)	13	13
train['Ticket']	13	12
training.loc[:,tcols].dropna()	13	7
"train_df[""Age""].mean()"	13	12
test.isnull().any()	13	9
titanic_test.describe()	13	11
train.drop('Survived',1,inplace=True)	13	13
dftrain.info()	13	2
train['Cabin_Letter'].value_counts()	13	13
combined.drop('Cabin', axis=1, inplace=True)	13	13
x[0]	13	10
data.head(2)	13	11
train['Survived'].groupby(train['Cabin_Letter']).mean()	13	13
test.drop(['Cabin'], axis = 1)	13	13
train.drop(['Ticket'], axis = 1)	13	13
train['Survived'].groupby(pd.qcut(train['Fare'], 3)).mean()	13	13
train['Survived'].groupby(pd.qcut(train['Cabin_num'], 3)).mean()	13	13
train.values[:, 1::]	13	13
predictions.astype(int)	13	13
combined.iloc[891:]	13	13
df.dropna()	13	12
train.drop(['Name'], axis = 1)	13	13
training_data[['Sex', 'Survived']]	13	13
test['Survived']	13	9
"titanic[""Title""] = titles"	13	13
"test[""Pclass""][x] #Pclass = 3"	13	13
test_data.copy()	13	6
grouped.median()	13	13
ax[1].set_title('Alone vs Survived')	13	13
train['Parch'].value_counts()	13	13
train['Survived'].corr(train['Cabin_num'])	13	13
X_test.shape	13	13
"test[""Sex""][test[""Sex""] == ""male""] = 0"	13	13
train['Survived'].groupby(pd.qcut(train['Age'],5)).mean()	13	13
data.iloc[:891]	13	13
train['Survived'].groupby(pd.qcut(train['Name_Len'],5)).mean()	13	13
accuracy.std()	13	2
accuracy.mean()	13	2
train['Survived'].groupby(train['Age'].isnull()).mean()	13	13
train['Ticket'].head(n=10)	13	13
"train.drop(labels = [""Survived""],axis = 1)"	13	13
train_df.drop(['Cabin'], axis=1)	13	13
df_train.head(5)	13	11
test_df.describe()	13	12
pd.isnull(Fare):	13	13
train.values[:, 0]	13	13
submit.sample(10)	13	13
"submission.to_csv(""kaggle.csv"", index=False)"	13	13
train['Embarked'].value_counts(normalize=True)	13	13
sns.boxplot(x = 'Pclass', y ='FamilySize', hue = 'Survived', data = data1, ax = axis3)	13	13
train_X.head()	13	5
train.iterrows():	13	6
train['Survived'].groupby(train['Embarked']).mean()	13	13
train['Cabin_Letter'] = train['Cabin'].apply(lambda x: str(x)[0])	13	13
xyz.append(cv_result.mean())	13	13
train['Age'] = train['Age'].astype(int)	13	11
model.add(Dense(units = 1, kernel_initializer = 'uniform', activation = 'sigmoid'))	12	11
train['Age'].std()	12	12
combined['Singleton'] = combined['FamilySize'].map(lambda s: 1 if s == 1 else 0)	12	12
dataset.fillna(np.nan)	12	12
X_test.info()	12	12
x['Sex']=='Male':	12	10
combined['Singleton'] = combined['FamilySize'].map(lambda s : 1 if s == 1 else 0)	12	12
df.loc[:,cols]	12	6
"dataset[""Title""] = pd.Series(dataset_title)"	12	12
test['AgeGroup'] = test['AgeGroup'].map(age_mapping)	12	12
model.add(Activation('relu'))	12	6
titanicTrain.head()	12	1
train['Fare'] = train['Fare'].astype(int)	12	12
full.sample(5)	12	1
train_df['Title'].value_counts()	12	8
train['Ticket_Lett'].value_counts()	12	12
train['Survived'].groupby(train['Pclass']).mean()	12	12
test.drop(['Sex','Embarked','Name','Ticket'],axis=1,inplace=True)	12	12
"data[""Survived""]"	12	9
combined_data.head()	12	2
"titanic[""NameLength""] = titanic[""Name""].apply(lambda x: len(x))"	12	12
train_df.drop(['Ticket'], axis=1)	12	12
train_df.isnull().sum().sort_values(ascending=False)	12	10
data_copy.loc[:,'Pclass'] = data_copy['Pclass'].fillna(data_copy['Pclass'].median())	12	11
data_copy.loc[:,'Sex'] = data_copy['Sex'].fillna('female')	12	11
"dataset[""Fare""] = dataset[""Fare""].fillna(dataset[""Fare""].median())"	12	11
"train[""Cabin""].fillna(train.groupby(""Pclass"")[""Cabin""].transform(""median""), inplace=True)"	12	12
train.Embarked.dropna().mode()[0]	12	12
df_output['PassengerId'] = test['PassengerId']	12	12
train.head(50)	12	12
ax[0].set_title('Family_Size vs Survived')	12	12
combined.Cabin.fillna('U', inplace=True)	12	12
combined['SmallFamily'] = combined['FamilySize'].map(lambda s : 1 if 2<=s<=4 else 0)	12	12
combined.Cabin.fillna('U',inplace=True)	12	12
dataset['Deck'] = dataset['Deck'].astype(int)	12	12
train['AgeGroup'] = train['AgeGroup'].map(age_mapping)	12	12
data1.iterrows():	12	12
df.columns.values:	12	2
combine.iloc[len(train):]	12	7
titanic_train.describe()	12	9
test_df['ParchBinary'] =   test_df[['Parch']].apply( (lambda x: int(int(x) > 0) ), axis=1)	12	12
predictions.append(1) # survived	12	8
train['Age'].describe()	12	11
titanic_df['MasterMiss'] =     titanic_df[['Name']].apply( get_masterormiss, axis=1 )	12	12
test['Ticket']	12	12
titanic_df.head(5)	12	6
titanic_df['ParchBinary'] =   titanic_df[['Parch']].apply( (lambda x: int(int(x) > 0) ), axis=1)	12	12
test_df.drop(['Cabin'], axis=1)	12	12
result['PassengerId'] = df['PassengerId']	12	12
data_copy.loc[:,'Fare'] = data_copy['Fare'].fillna(data_copy['Fare'].median())	12	11
train['Cabin']	12	11
plt.style.use('bmh')	12	6
"test[""Sex""][test[""Sex""] == ""female""] = 1"	12	12
full_test_predictions.append(test_predictions)	12	10
model.add(Dropout(0.25))	12	7
tab.div(tab.sum(1),axis=0).plot(kind='bar',stacked=True)	12	1
data_copy.loc[:,'Age'] = data_copy['Age'].fillna(data_copy['Age'].median())	12	11
combine.iloc[:len(train)]	12	7
test['Fare'] = test['Fare'].astype(int)	12	12
classifiers.append(AdaBoostClassifier(DecisionTreeClassifier(random_state=random_state),random_state=random_state,learning_rate=0.1))	12	12
ax[0].set_title('Parch vs Survived')	12	12
test_df['MasterMiss'] =     test_df[['Name']].apply( get_masterormiss, axis=1 )	12	12
train_new.shape	12	12
"test[""Fare""].fillna(test.groupby(""Pclass"")[""Fare""].transform(""median""), inplace=True)"	12	12
test['Age'] = test['Age'].astype(int)	12	11
ax[1].set_title('Parch vs Survived')	12	12
data_copy.loc[:,'Embarked'] = data_copy['Embarked'].fillna('S')	12	11
df_test['PassengerId'],	12	8
train['Fare'].hist(color='green',bins=40,figsize=(8,4))	12	12
classifiers.append(MLPClassifier(random_state=random_state))	12	12
glbl['show_figs']:	12	1
train['FareBand'] = pd.qcut(train['Fare'], 4)	12	12
ax[1].set_title('SibSp vs Survived')	12	12
X_test.columns.values,	11	2
df['Age'] = df['Age'].astype(int)	11	11
train_data.head(3)	11	8
train_df['Age'].isnull().sum()	11	9
train_df['Age'] = train_df['Age'].astype(int)	11	11
train.drop(Outliers_to_drop, axis = 0).reset_index(drop=True)	11	11
"titanic_df.drop(""Survived"", axis=1)"	11	11
"train_df[""Age""].isnull().sum()"	11	10
dataset['Deck'] = dataset['Deck'].map(deck)	11	11
train['AgeBand'] = pd.cut(train['Age'], 5)	11	11
y.mean()	11	11
test['Fare'].mean()	11	11
titanic_test.info()	11	11
train.drop(['Age'], axis = 1)	11	11
model.add(Dense(4, kernel_initializer=init, activation='relu'))	11	3
test_df['Fare'] = test_df['Fare'].fillna(0)	11	10
data_val['Survived'] = mytree(data_val).astype(int)	11	11
"test.drop(labels=[""Survived""],axis = 1,inplace=True)"	11	11
"test[""Embarked""][test[""Embarked""] == ""S""] = 0"	11	11
train_df.head(20)	11	11
"dataset[""Sex""] = dataset[""Sex""].map({""male"": 0, ""female"":1})"	11	11
"test[""Cabin""].fillna(test.groupby(""Pclass"")[""Cabin""].transform(""median""), inplace=True)"	11	11
df['Age'].mean()	11	11
titanic_df['Age'].max()	11	4
df2.head()	11	8
combined.Embarked.fillna('S',inplace=True)	11	11
dftest.info()	11	2
dftrain.head()	11	2
ax[1].set_title('Pclass:Survived vs Dead')	11	11
test_df.values	11	11
all_data.isnull().sum()	11	7
x_test.head()	11	11
a.append(pd.Series(metrics.accuracy_score(prediction,test_Y)))	11	11
Age.plot.hist(ax=ax[0],bins=20,edgecolor='black',color='red')	11	11
train_ft.head()	11	3
test.drop(['Name'], axis=1)	11	11
"test[""Age""] = test[""Age""].fillna(-0.5)"	11	11
training.sample(5)	11	4
box.T.boxplot()	11	11
output.to_csv('titanic-predictions.csv', index = False)	11	11
models.items():	11	4
model.add(Dense(8, kernel_initializer=init, activation='relu'))	11	3
test.drop(['Age'], axis = 1)	11	11
"test[""FamilySize""] = test[""SibSp""] + test[""Parch""] + 1"	11	11
combined.drop('Ticket',inplace=True,axis=1)	11	11
data_val['Survived'] = grid_hard.predict(data_val[data1_x_bin])	11	11
X_train.shape[1]	11	10
train['Age']	11	7
combined.ix[0:890]	11	11
dataset.loc[:,'Survived']	11	11
combined.head(5)	11	2
combined.ix[891:]	11	11
Survived.mean()	11	6
model.add(Dropout(0.1))	11	6
combined['LargeFamily'] = combined['FamilySize'].map(lambda s : 1 if 5<=s else 0)	11	11
train.loc[Outliers_to_drop] # Show the outliers rows	11	11
df['Embarked'] = df['Embarked'].fillna('S')	11	11
"titanic_test[""NameLength""] = titanic_test[""Name""].apply(lambda x: len(x))"	11	11
df['IsAlone'] = 0	11	11
train['Age'].hist(bins=30,color='darkred',alpha=0.7)	11	11
submission.head(10)	11	10
"test[""Embarked""][test[""Embarked""] == ""Q""] = 2"	11	11
train_test.head()	11	3
train_df['Survived'].values	11	9
x.head()	11	6
"test[""Embarked""][test[""Embarked""] == ""C""] = 1"	11	11
dataset.loc[:,['Pclass', 'Sex', 'Age', 'Fare', 'Embarked']]	11	11
test['Embarked'] = test['Embarked'].fillna('S')	11	11
data_val[['PassengerId','Survived']]	11	11
training_data[['Sex', 'Survived']].groupby(['Sex']).mean()	11	11
"test[""AgeGroup""][x] == ""Unknown"":"	10	10
df.drop('PassengerId', axis=1, inplace=True)	10	5
train_set.head(5)	10	2
test['Fare'] = test['Fare'].fillna(test['Fare'].median())	10	10
"train[[""Pclass"", ""Sex"", ""Age"", ""Fare""]].values"	10	10
testing.head()	10	4
submission.to_csv('submission.csv',index=False)	10	10
test['FamilySize'] = test['SibSp'] + test['Parch']	10	9
df['Embarked'] = pd.Categorical(df['Embarked'])	10	5
test_df.join(sex_dummies_test)	10	10
titanic_df.join(sex_dummies_titanic)	10	10
data.corr()	10	9
data_test.info()	10	9
"dataset[""Cabin""].isnull().sum()"	10	10
data['Sex'].replace(['male','female'],[0,1],inplace=True)	10	10
pd.pivot_table(titanic_df, values = 'Survived',                     index = ['Pclass'], columns=['Sex'], aggfunc=np.sum)	10	10
"dataset[""Cabin""].describe()"	10	10
plot.hist(edgecolor='black', linewidth=0.5)	10	2
data1['Random_Score'] = 0 #assume prediction wrong	10	10
models.append(('LR', LogisticRegression()))	10	6
full_predictions.append(predictions)	10	10
test_new.shape	10	10
data['Survived'].values	10	5
"df[""Survived""]"	10	7
combined.groupby(['Sex','Pclass','Title'])	10	10
pd.isnull(cabin):	10	7
train_df.values	10	10
train_df.append(test_df)	10	10
"df[""Age_categories""] = pd.cut(df[""Age""],cut_points,labels=label_names)"	10	10
