Statement	Count	# unique files
"master <- data.combined[which(str_detect(data.combined$Name,""Master."")),]"	2	2
options(stringsAsFactors = FALSE)	2	2
levels(train$Embarked)	2	2
group_by(Embarked) %>%	2	2
levels(train$Cabin)	2	1
output[, gamma := doe$gamma[i]]	2	1
corr_data$FsizeD <- as.numeric(corr_data$FsizeD)	2	2
"dup_names <- as.character(data.combined[which(duplicated(data.combined$Name)),""Name""])"	2	2
nrow(train) # number of training observations	2	2
"doe = data.table(name = c(""all"", ""trim""))"	2	1
"train$Cabin[which(train$Cabin=="""")]<-0"	2	2
train_full$title= regmatches(train_full$Name, m)	2	2
hidden = c(15, 15),	2	1
data.combined$SibSp <- as.factor(data.combined$Parch)	2	2
test$title= factor(test$title)	2	2
train1 = train[ -c(1, 4, 6, 9, 11, 12)]	2	2
"mister <- data.combined[which(data.combined$Sex == ""male""),]"	2	2
train$Family<- NA	2	2
select(Survived, Parch) %>%	2	1
"print(list.files(""../input""))"	2	1
test$Fare[is.na(test$Fare)]<-mean(test3$Fare)	2	2
fitted.results <- ifelse(fitted.results > 0.5,1,0)	2	2
full$FsizeD[full$FamilySize< 4 & full$FamilySize > 0] <- 'small'	2	2
l_age <- length(combo$Age)	2	2
"testset<-read.csv(""../input/test.csv"",header = T,sep = "","",na.strings = c(""NA"",""""))"	2	2
sum(is.na(train_full$family_size))	2	1
diff(x.range)*bias.x[val],	2	1
"my.pred[""log.Age"",] = as.numeric(colnames(my.pred) %in% log.age.regressors)"	2	1
corr_data$Pclass <- as.numeric(corr_data$Pclass)	2	2
test$Cabin_num[!is.finite(test$Cabin_num)]=-1 #finaly all NA are turned to -1	2	2
combo$SibSp<-NULL	2	2
train.data3$Mother <- factor(train.data3$Mother)	2	1
"mrage<-mean(train$Age[which(train$Name==""Mr."")],trim=.5,na.rm=TRUE)"	2	2
"ynew = as.numeric(attr(predict(mod, newdata = data.table(newX), probability = TRUE), ""probabilities"")[,2])"	2	1
nrow(train_df)	2	1
"new.dat[, c(""Age"", ""Fare"", ""SibSp.2"", ""Sexmale.Fare"", ""Pclass3.Age"", ""Pclass3.Fare"") := NULL]"	2	1
train$Survived <- train1$Survived	2	2
table(full_data$Title)	2	2
prop.table(table(train$Sex))	2	1
table(full$familyID)	2	1
sum(is.na(train_full$Pclass))	2	1
new.dat[, rescale.Pclass3.Age := rescale(Pclass3.Age, to = c(0, 1), from = range(train$Pclass3.Age))]	2	1
traintest.data$Mother <- 'Not Mother'	2	1
metrics = c('accuracy')	2	2
data$Pclass=as.factor(as.character(data$Pclass))	2	1
solution <- data.frame(PassengerId = test$PassengerId, Survived = prediction)	2	2
"meanMr<-mean(data_sub[data_sub$Title=="" Mr"",]$Age)"	2	2
dat[, rescale.Sexmale.Fare := rescale(Sexmale.Fare, to = c(0, 1), from = range(train$Sexmale.Fare))]	2	1
Pclass = factor(Pclass),	2	1
full$Embarked<-as.factor(full$Embarked)	2	2
"train[which(train$Parch>0 & train$Age>18 & train$Name==""Mrs.""),c(""Mother"")]<-1"	2	2
new.dat[, rescale.SibSp.2 := rescale(SibSp.2, to = c(0, 1), from = range(train$SibSp.2))]	2	1
combi$FamilyID <- factor(combi$FamilyID)	2	2
"train_full$Cabin_num=substring(train_full$Cabin, regexpr(""(\\d)+"", train_full$Cabin),regexpr(""(\\d)+"", train_full$Cabin)+2)"	2	2
ynew = as.numeric(compute(mod, new.dat)$net.result)	2	1
which(is.na(combi$Fare))	2	2
summary(log.mod.trim)	2	1
new.dat[, rescale.Pclass3.Fare := rescale(Pclass3.Fare, to = c(0, 1), from = range(train$Pclass3.Fare))]	2	1
"data.combined[which(data.combined$Cabin==""""),""Cabin""] <- ""U"""	2	2
"sprintf(""the optimized accuracy of the randomly sampled tree on trainig set is: %s"", optimized_accuracy)"	2	2
"sprintf(""the true accuracy of the random forest on DEV set is: %s"", true_accuracy)"	2	2
accuracy=sum(chose==TRUE)/length(chose)	2	2
for(i in 1:nrow(data.combined))	2	2
layer_dense(units = 256, activation = 'relu', input_shape = dim(train_nn)[2]) %>%	2	2
levels(train$Pclass)	2	2
"meanMaster<-mean(data_sub[data_sub$Title=="" Master"",]$Age)"	2	2
mutate(company = ifelse(SibSp+Parch>=1,1,0))	2	1
"ynew = as.numeric(predict(mod, newdata = data.table(newX), type = ""prob"")[,2])"	2	1
"data$Title<-gsub(""\\..+"","""",data$Title)"	2	2
test.data$Title[test.data$Title == 'Ms']          <- 'Miss'	2	1
raw_train$Survived	2	2
train[ind,]	2	1
"rhs = paste(names(new.dat), collapse = "" + "")"	2	1
aggregate(train[,2], list(train$farediv), mean)	2	1
levels(test$Embarked) = levels(train$Embarked)	2	2
combi$FamilyID2[combi$FamilySize <= 3] <- 'Small'	2	2
data.combined$Cabin <- as.character(data.combined$Cabin)	2	2
filter(!is.na(Fare)) %>%	2	1
par(mfrow=c(3, 3))	2	1
"data$Age[is.na(data$Age) & data$Title=="" Dr""]<-meanDr"	2	2
train$Survived <- factor(train$Survived, levels=c(1,0))	2	2
full_data$Embarked[c(62, 830)] <- 'C'	2	2
sum(is.na(train_full$Embarked))	2	1
test$family_size=(test$SibSp+test$Parch)	2	2
"levels(train$Survived) <- c(""Survived"", ""Died"")"	2	2
table(data.combined$Survived)	2	2
data[892:1309,-12]	2	2
dat[, rescale.Fare := rescale(Fare, to = c(0, 1), from = range(train$Fare))]	2	1
train.data3$Embarked <- factor(train.data3$Embarked)	2	1
submit <- data.frame(PassengerId = test$PassengerId, Survived = test_pred)	2	1
"ynew = predict(mod, data.table(newX), type = ""response"")"	2	1
raw_train$NumSex <- as.numeric(factor(raw_train$Sex,labels=c(1,2)))	2	2
corr_data$Title <- as.numeric(corr_data$Title)	2	2
train_full$family_size=(train_full$SibSp+train_full$Parch)	2	2
CabinClass = factor(CabinClass),	2	1
aggregate(Survived ~ Child + Sex, data=titanic2, FUN=function(x) {sum(x)/length(x)})	2	1
full$Child <- 'Adult'	2	2
mutate(Survived_F = as.factor(Survived)) %>%	2	1
"cor.dat = data.table(mod.dat[,!""Survived""])"	2	1
train$farediv[which(train[,10]>10)]<-1	2	1
data$Name<-as.character(data$Name)	2	2
ynew = as.numeric(predict(mod, newdata = Xtest)$posterior[,2])	2	1
test_one$Survived <- 0	2	1
new.dat[, rescale.Sexmale.Fare := rescale(Sexmale.Fare, to = c(0, 1), from = range(train$Sexmale.Fare))]	2	1
table(DataBind$Sex,DataBind$Title)	2	1
train$Survived<- as.factor(train$Survived)	2	2
test.data$FamilySize <- test.data$SibSp + test.data$Parch + 1	2	1
"meanMs<-mean(data_sub[data_sub$Title=="" Ms"",]$Age)"	2	2
titanic[!complete.cases(titanic$Fare),]	2	1
train_full$Cabin_deck=factor(train_full$Cabin_deck)	2	2
combi$Title[combi$Title %in% c('Mme', 'Mlle')] <- 'Mlle'	2	2
data[data$title %in% rare, 'title']='rare'	2	1
data$deck=as.factor(sapply(as.character(data$Cabin), function(x) strsplit(x,NULL)[[1]][1])) # Deck variable	2	1
data.combined$SibSp <- as.factor(data.combined$SibSp)	2	2
"data$Title<-gsub(""^.+,"","""",data$Name)"	2	2
test.data3$Title <- factor(test.data3$Title)	2	1
sum(is.na(train_full$Fare))	2	1
data$Sex <- as.factor(data$Sex)	2	2
"test.data$SurvivedGender[test.data$Sex == ""female""] <- 1"	2	1
x$ppclass[which(x$Pclass=='1')]<-1	2	1
val_df$pred_survived <- as.numeric(glm_predictions > .5)	2	1
train$Family[i]<-train$SibSp[i]+train$Parch[i]+1	2	2
got_wrong <- with(val_df, pred_survived != Survived)	2	1
test.data3$Child <- factor(test.data3$Child)	2	1
age.data[index, ]	2	1
test.data$Title[test.data$Title == 'Mme']         <- 'Mrs'	2	1
"mrsage<-mean(train$Age[which(train$Name==""Mrs."")],trim=.5,na.rm=TRUE)"	2	2
data$Embarked=as.factor(as.character(data$Embarked))	2	1
allData[is.na(allData$Age),]	2	1
my.gbm = function(Y, X, newX, ...)	2	1
Embarked = as.factor(Embarked),	2	1
full$FsizeD[full$FamilySize == 0] <- 'singleton'	2	2
data.combined$ticket.letter <- as.factor(tick)	2	2
dup_names <- data.combined[which(data.combined$Name %in% dup_names),]	2	2
my.lda = function(Y, X, newX, ...)	2	1
data$Survived <- as.factor(data$Survived)	2	2
dat[, rescale.Pclass3.Fare := rescale(Pclass3.Fare, to = c(0, 1), from = range(train$Pclass3.Fare))]	2	1
"names(submit)<-c(""PassengerId"",""Survived"")"	2	2
full$Title[full$Title == 'Mme'] <- 'Mrs'	2	2
ynew = as.numeric(ynew >= mods.list$lda$cutoff)	2	1
classvec<-subset(combo,Pclass==class)	2	2
traintest.data$FamilySizeCategory[traintest.data$FamilySize > 4] <- 'Large'	2	1
summary(titanic$Age)	2	1
data.combined$MulitpleCabin <- as.factor(cht)	2	2
Age = round(mean(Age), 2),	2	1
train.data3$Survived <- factor(train.data3$Survived)	2	1
test=cbind(test,Survived)	2	2
"test$Cabin_num[test$Cabin_num=='']=""-1"" #this changes all the '' cells to -1 char"	2	2
"cht <- ifelse(str_detect(data.combined$Cabin,"" ""),""MC"",""SC"") #Mc for multiple cabins"	2	2
sum(is.na(train_full$Sex))	2	1
summarise(n=n()) %>%	2	1
sum(is.na(train_full$Age))	2	1
test$Age[is.na(test$Age)]=121	2	2
nrow(val) # number of training observations	2	2
smplSize <-floor(nrow(age.data) * .75)	2	1
train_nn$Parch <-  (train_nn$Parch - min(train_nn$Parch)) /	2	2
titanic[a1,]	2	1
train$FamilySize<-train$SibSp+train$Parch	2	2
Embarked = factor(Embarked),	2	1
misClasificError<-mean(Predict_lm_sig!= valid_clean$Survived)	2	1
hidden = vector(length = doe$layers[i])	2	1
combo$Pclass[i]	2	2
mod.dat = cbind(Survived = mod.dat$Survived, cor.dat)	2	1
data$Embarked <- as.factor(data$Embarked)	2	2
"meanMrs<-mean(data_sub[data_sub$Title=="" Mrs"",]$Age)"	2	2
combo[892:1309,]	2	2
n_right <- sum(got_right, na.rm = TRUE)	2	1
"train$Pclass ~ train$Survived, main=""Passenger Survival by Class"","	2	2
"color=c(""#8dd3c7"", ""#fb8072""), shade=FALSE,  xlab="""", ylab="""","	2	2
"sprintf(""the optimized accuracy of the random forest on training set is: %s"", optimized_accuracy)"	2	2
select(age, pclass, sex, sibsp, fare, survived) %>%	2	1
train.data$FamilySize <- train.data$SibSp + train.data$Parch + 1	2	1
train.df$Survived <- as.factor(train.df$Survived)	2	1
corr_data$Embarked <- as.numeric(corr_data$Embarked)	2	2
my.pen = function(Y, X, newX, ...)	2	1
rep(diff(x.range)*bias.x[val]+diff(x.range)*line.stag,struct[val+1]),	2	1
"levels = c(""C"", ""Q"", ""S""),"	2	1
train$Child[train$Age >= 16] <- 'Adult'	2	2
train_nn$NumEmbarked <-  (train_nn$NumEmbarked - min(train_nn$NumEmbarked)) /	2	2
data$Title <- gsub('(.*, )|(\\..*)', '', data$Name)	2	2
miss_cols <- colnames(df_combined)[colSums(is.na(df_combined)) > 0]	2	1
levels(test$Cabin)	2	1
data$title=gsub('(\\..*)|(.*, )', '', data$Name) # Title variable	2	1
print(paste('Accuracy Logit Sig',1-misClasificError))	2	1
min.max[, .(min = min(value), max = max(value)), by = variable]	2	1
test_tbl <- tbl_df(read.csv('../input/test.csv', stringsAsFactors = FALSE))	2	2
data$Survived=as.factor(as.character(data$Survived))	2	1
x$pembarked[which(x$Embarked=='C')]<-1	2	1
train_accuracy=sum(chose_SELF==TRUE)/length(chose_SELF)	2	2
index <- sample(seq_len(nrow(age.data)), size = smplSize)	2	1
fact <- as.factor(substr(data.combined$Cabin,1,1))	2	2
bias.y*diff(y.range),	2	1
titanic[1:891,]	2	2
"train$Age[is.na(train$Age)&train$Name==""Miss.""]<-missage"	2	2
titanic[892:1309,]	2	2
fare_na_index <- which(is.na(combo$Fare))	2	2
test$Survived<-NA	2	2
sum(is.na(train_full$Cabin_deck))	2	1
"ynew = as.numeric(predict(mod, s = mod$lambda.min, newX, type = ""response""))"	2	1
geom_jitter(data=g1, aes(Pclass, Age, colour = factor(Survived))) +	2	1
raw_train[!is.na(raw_train$Embarked), ] # 712 reg	2	2
my.qda = function(Y, X, newX, ...)	2	1
sum(is.na(combined$Age))	2	1
"dat = cbind(""Y"" = Ytrain, Xtrain)"	2	1
"missage<-mean(train$Age[which(train$Name==""Miss."")],trim=.5,na.rm=TRUE)"	2	2
full$Surname	2	2
n_wrong <- sum(got_wrong, na.rm = TRUE)	2	1
guides(fill = guide_legend(override.aes = list(size = 10, linetype = 1), nrow = 2))	2	1
train$Child[train$Age < 16] <- 'Child'	2	2
train$Name = as.character(train$Name)	2	2
colSums(is.na(test))	2	2
summarise(n = n()) %>%	2	1
"levels(train$Pclass) <- c(""1st Class"", ""2nd Class"", ""3rd Class"")"	2	2
check.missing <- function(x) return(length(which(is.na(x))))	2	1
test$title= regmatches(test$Name, m)	2	2
loss<-titanic[which(titanic$Survived==0),]	2	1
print(list.files())	2	1
submit <- tbl_df(select(test_tbl,PassengerId))	2	1
Ticket_Alpha = as.factor(Ticket_Alpha),	2	1
combo$Embarked<-factor(x=combo$Embarked,labels=c(1,2,3))	2	2
combi$Age[is.na(combi$Age)] <- predict(Agefit, combi[is.na(combi$Age),])	2	2
summary(train_full)	2	2
train_two$family_size <- train_two$SibSp + train_two$Parch + 1	2	1
rep(diff(x.range)*layer.x[val+1]-diff(x.range)*line.stag,struct[val+1]),	2	1
"tick <- ifelse(data.combined$Ticket == """","""",substr(data.combined$Ticket,1,1))"	2	2
levels(train$Sex)	2	2
combo$family<-combo$SibSp + combo$Parch	2	2
results.table[2,2] / (results.table[2,2] + results.table[1,2])	2	1
label_nn=as.matrix(label_nn)	2	2
names(train)	2	2
levels(test$Pclass)	2	2
"return(length(strsplit(string,"" "")[[1]]))"	2	2
train_nn$SibSp <-  (train_nn$SibSp - min(train_nn$SibSp)) /	2	2
mod.dat[, keep.dat, with = FALSE]	2	1
"table(train$Embarked, useNA = ""always"")"	2	2
raw_train$NumEmbarked <- as.numeric(factor(raw_train$Embarked,labels=c(1,2,3)))	2	2
data[factor_vars] <- lapply(data[factor_vars], function(x) as.factor(x))	2	1
"train$Age[is.na(train$Age)&train$Name==""Mrs.""]<-mrsage"	2	2
dat[, rescale.Age := rescale(Age, to = c(0, 1), from = range(train$Age))]	2	1
select(-Survived,-PassengerId,-Name,-Ticket,-Cabin) %>%	2	1
median_ages<-matrix(rep(0,6),nrow=2,ncol=3)	2	1
sapply(data,function(x){sum(is.na(x))})	2	2
traintest.data$Mother[traintest.data$Sex == 'female' & traintest.data$Parch > 0 & traintest.data$Age > 18 & traintest.data$Title != 'Miss'] <- 'Mother'	2	1
df$Fare	2	2
test.data$Title <- gsub('(.*, )|(\\..*)', '', test.data$Name)	2	1
train$Sex <- as.factor(train$Sex)	2	2
tuneGrid = data.frame(mtry = c(2, 3, 7)),	2	2
"data$Age[is.na(data$Age) & data$Title=="" Master""]<-meanMaster"	2	2
summarize(AvFare = mean(Fare))	2	1
ynew = as.numeric(ynew >= mods.list$qda$cutoff)	2	1
combo$Cabin[l]<-0	2	2
data.combined$title <- as.factor(title)	2	2
"combi$FamilyID <- paste(as.character(combi$FamilySize), combi$Surname, sep="""")"	2	2
traintest.data$FamilySizeCategory[traintest.data$FamilySize > 1] <- 'Small'	2	1
Title = factor(gsub(' ','',Title)),	2	1
train$Embarked[is.na(train$Embarked)]<-'C'	2	2
traintest.data$Fare[1044] <- median(traintest.data$Fare, na.rm = TRUE)	2	1
combo$Sex <- factor(x=combo$Sex,labels = c(1,2))	2	2
train.data$Title <- gsub('(.*, )|(\\..*)', '', train.data$Name)	2	1
Y = factor(Y, levels = 0:1)	2	1
full[c(62,830),]	2	2
sum(diag(tt))/sum(tt)	2	1
new.dat[, rescale.Fare := rescale(Fare, to = c(0, 1), from = range(train$Fare))]	2	1
combo$Cabin<-as.numeric(combo$Cabin)	2	2
full$Title[full$Title %in% rare_title] <- 'Rare Title'	2	2
train$Name <- as.character(train$Name)	2	2
train.data3$Child <- factor(train.data3$Child)	2	1
my.svm = function(Y, X, newX, ...)	2	1
group_by(title) %>% summarise(n=n()) %>%	2	1
combo$Cabin[l]	2	2
"train[which(train$Age<14),c(""Child"")]<-1"	2	2
test1<-test[c(test$Embarked=='S'),]	2	2
full$FsizeD<-as.factor(full$FsizeD)	2	2
x$pembarked<-0	2	1
fitTest$test$confusion	2	1
results.table[2,2] / (results.table[2,2] + results.table[2,1])	2	1
"dat_all$Ticket %in% c(""2666"", ""230136""),"	2	1
group_by(Pclass,Embarked) %>%	2	1
test.data$Title[test.data$Title %in% rare_title]  <- 'Rare Title'	2	1
sum(is.na(train_full$Survived))	2	1
TitanicResult <- data.frame(PassengerId = DstTest$PassengerId, Survived = predictedval)	2	2
full[ind,]	2	1
data.combined[1:2,]	2	2
test1 = test[ -c(1, 3, 5, 8, 10, 11)]	2	2
full$Pclass <- as.factor(full$Pclass)	2	2
train_full$Cabin_deck=substring(train_full$Cabin, 1, 1)	2	2
tmp=count(as.character(data$title))	2	1
Survived = as.factor(Survived),	2	1
test2<-test1[c(test1$Pclass==3),]	2	2
train_nn=as.matrix(train_nn)	2	2
summary(train_df)	2	2
"train$Age[is.na(train$Age)&train$Name==""Mr.""]<-mrage"	2	2
test$Name=as.character(test$Name)	2	2
"train$Age[is.na(train$Age)&train$Name==""Master.""]<-masterage"	2	2
CabinClass = substr(Cabin,1,1),	2	1
summary(classifier)	2	1
train_nn$Fare <-  (train_nn$Fare - min(train_nn$Fare)) /	2	2
"cabin_code = factor(str_extract(Cabin, ""[A-Z]+"")),"	2	1
data$title=as.factor(data$title)	2	1
x$ppclass<-0	2	1
combo$Cabin[l]<-cabin_count	2	2
for (i in 1:7){train_nn[,i]=as.numeric(train_nn[,i])}	2	2
"misis <- data.combined[which(str_detect(data.combined$Name,""Miss."")),]"	2	2
"mutate(Cabin = ifelse(Cabin == """", NA, Cabin)) %>%"	2	1
print(val_df$pred_survived)	2	1
table(full_data$Embarked)	2	1
dat[, rescale.SibSp.2 := rescale(SibSp.2, to = c(0, 1), from = range(train$SibSp.2))]	2	1
"train$Sex[which(train$Sex==""male"")]<-0"	2	2
raw_train[!is.na(raw_train$Age), ] # 714 reg	2	2
train_full[-inTrain,]	2	2
dat[, rescale.Pclass3.Age := rescale(Pclass3.Age, to = c(0, 1), from = range(train$Pclass3.Age))]	2	1
corr_data$Child <- as.numeric(corr_data$Child)	2	2
mutate(age_minor = as.logical(age_minor))	2	1
corr_data$Sex <- as.numeric(corr_data$Sex)	2	2
train$Survived<-NULL	2	2
name <- as.character(name)	2	2
table(full$Embarked)	2	1
pMiss <- function(x){sum(is.na(x))/length(x)*100}	2	2
getwd()	2	2
options(warn=-1) # turn warnings off	2	2
"Title = substr(Name,unlist(gregexpr("","",Name)) + 2,unlist(gregexpr("","",Name)) + 4),"	2	1
my.nn = function(Y, X, newX, ...)	2	1
data_test$Parch <- NULL	2	1
"selected_features <- c(""Pclass"",""Age"",""Sex"",""Parch"",""SibSp"",""Fare"",""Embarked"")"	2	2
my.log = function(Y, X, newX, ...)	2	1
filter(Sex == 'male') %>%	2	1
"mises <- data.combined[which(str_detect(data.combined$Name,""Mrs"")),]"	2	2
"sprintf(""found a better model! with training accuracy: %s"", best_train)"	2	2
freq[,1:2];	2	1
table(total$Title)	2	1
"dat[, c(""Age"", ""Fare"", ""SibSp.2"", ""Sexmale.Fare"", ""Pclass3.Age"", ""Pclass3.Fare"") := NULL]"	2	1
"test_one$Survived[test_one$Sex == ""female""] <- 1"	2	1
combine$Age<-as.numeric(as.character(combine$Age))	2	1
training$Pclass <- as.factor(training$Pclass)	2	2
trainset<-trainset[,c(-1,-4,-9,-11)]	2	2
mutate(rate=n/sum(n) * 100)	2	1
full_data$Child[full_data$Age >= 18] <- 0	2	1
"my.library = list(""my.log"", ""my.pen"", ""my.lda"", ""my.qda"", ""my.gbm"", ""my.rf"", ""my.nn"", ""my.svm"")"	2	1
full[!complete.cases(full$Fare),]	2	1
combi$FamilyID[combi$FamilySize <= 2] <- 'Small'	2	2
test.data$Title[test.data$Title == 'Mlle']        <- 'Miss'	2	1
NTicket$NAccompanied<-NTicket$NAccompanied-1	2	1
test$Cabin_deck=factor(test$Cabin_deck)	2	2
ynew = as.numeric(ynew >= mods.list$rf$cutoff)	2	1
sapply(full, function(full) sum(is.na(full)))	2	1
train.data$Title[train.data$Title == 'Mme']         <- 'Mrs'	2	1
combo$Age[i]<-mean_class(class_value)	2	2
train.data$Title[train.data$Title %in% rare_title]  <- 'Rare Title'	2	1
"train$Age[is.na(train$Age)&train$Name==""Dr.""]<-drage"	2	2
ynew = as.numeric(ynew >= mods.list$nn$cutoff)	2	1
train_full$title= factor(train_full$title)	2	2
summary(datamerging)	2	1
summary(df_test)	2	1
combo$Ticket<-NULL	2	2
table(data[is.na(data$Age),]$Title)	2	2
"scale_fill_discrete(labels=c(""No"", ""Yes"")) +"	2	1
traintest.data$Embarked[c(62, 830)] <- 'C'	2	1
"train_full$Cabin_deck[train_full$Cabin_deck=='']=""MiSS"""	2	2
full$FamilySize<-full$SibSp+full$Parch	2	2
"cor.dat = data.table(mod.dat[,!""log.Age""])"	2	1
predicted_survival <- randomForest(factor(Survived) ~ Pclass + Sex + Age + SibSp + Parch + Fare + Title + Embarked + FamilySizeCategory + Child + Mother, data = train.data3)	2	1
"sprintf(""the true accuracy of the randomly sampled tree on DEV set is: %s"", true_accuracy)"	2	2
full$Title<-as.factor(full$Title)	2	2
"masterage<-mean(train$Age[which(train$Name==""Master."")],trim=.5,na.rm=TRUE)"	2	2
new.dat = data.table(newX)	2	1
new.dat[, rescale.Age := rescale(Age, to = c(0, 1), from = range(train$Age))]	2	1
"sprintf(""and true accuracy: %s"", best_true)"	2	2
full$Child[full$Age < 16] <- 'Child'	2	2
predictOne<-data.table(predict(modelOne,test))	2	2
"meanMiss<-mean(data_sub[data_sub$Title=="" Miss"",]$Age)"	2	2
Crew <- c('Master', 'Major', 'Capt', 'Col', 'Rev', 'Dr')	2	2
"title <- c(title,extract_title(data.combined[i,""Name""]))"	2	2
train_full$Cabin_num=as.numeric(train_full$Cabin_num)  #the coaertion would eliminate any deck letters without numbers turning them to NA	2	2
mean_age<-mean(classvec$Age,na.rm=TRUE)	2	2
traintest.data$Child[traintest.data$Age < 18] <- 'Child'	2	1
full  <- bind_rows(train, test)	2	2
"levels = c(""female"",""male""),"	2	1
combi$Sex <- as.factor(combi$Sex)	2	1
"data$Age[is.na(data$Age) & data$Title=="" Mrs""]<-meanMrs"	2	2
train.data$Title[train.data$Title == 'Ms']          <- 'Miss'	2	1
levels(test$Cabin_deck) = levels(train$Cabin_deck)	2	2
table(data.combined$Pclass)	2	2
data.combined$cabinLetter <- fact	2	2
rare_title <- c('Dona', 'Lady', 'the Countess','Capt', 'Col', 'Don', 'Dr', 'Major', 'Rev', 'Sir', 'Jonkheer')	2	1
